date,ticker,sector,open,high,low,close,volume
2022-08-24,BETAFIN,Banking,252.17,257.5,255.41,257.19,598928
2022-08-25,BETAFIN,Banking,249.97,257.55,249.11,254.66,3171622
2022-08-26,BETAFIN,Banking,259.2,263.96,257.28,261.61,800186
2022-08-27,BETAFIN,Banking,257.37,261.96,257.25,261.53,122112
2022-08-28,BETAFIN,Banking,254.08,258.08,251.69,256.0,4599358
2022-08-29,BETAFIN,Banking,254.06,261.19,249.26,256.57,2095052
2022-08-30,BETAFIN,Banking,249.31,256.71,252.96,254.02,1088588
2022-08-31,BETAFIN,Banking,254.24,259.24,250.14,257.3,1877999
2022-09-01,BETAFIN,Banking,254.24,255.69,253.83,254.86,4551404
2022-09-02,BETAFIN,Banking,251.78,255.41,251.38,253.23,4193582
2022-09-03,BETAFIN,Banking,242.74,247.74,245.73,246.13,1376586
2022-09-04,BETAFIN,Banking,242.27,244.99,242.98,244.53,3382886
2022-09-05,BETAFIN,Banking,235.17,237.88,229.35,235.72,2089335
2022-09-06,BETAFIN,Banking,226.4,231.9,223.45,230.19,4687474
2022-09-07,BETAFIN,Banking,229.76,237.11,229.03,232.88,390317
2022-09-08,BETAFIN,Banking,231.48,238.74,234.86,235.7,4970053
2022-09-09,BETAFIN,Banking,236.9,241.14,232.84,237.27,4752270
2022-09-10,BETAFIN,Banking,231.82,238.34,229.11,233.9,4852775
2022-09-11,BETAFIN,Banking,233.75,236.28,231.96,233.8,4599078
2022-09-12,BETAFIN,Banking,230.09,236.01,231.33,233.86,3199501
2022-09-13,BETAFIN,Banking,228.76,232.03,227.23,229.87,1468683
2022-09-14,BETAFIN,Banking,234.89,238.03,233.61,235.12,4316533
2022-09-15,BETAFIN,Banking,238.16,242.53,234.29,238.29,1154341
2022-09-16,BETAFIN,Banking,235.66,239.65,231.2,237.57,1155831
2022-09-17,BETAFIN,Banking,235.93,241.04,233.88,237.73,2247183
2022-09-18,BETAFIN,Banking,236.17,238.86,235.06,238.55,4407005
2022-09-19,BETAFIN,Banking,226.97,231.41,226.79,231.31,3325387
2022-09-20,BETAFIN,Banking,228.68,233.11,227.13,230.53,3076179
2022-09-21,BETAFIN,Banking,226.18,231.78,225.25,228.24,4149647
2022-09-22,BETAFIN,Banking,221.12,227.19,219.08,224.88,4849195
2022-09-23,BETAFIN,Banking,223.69,226.16,221.86,224.0,4255545
2022-09-24,BETAFIN,Banking,225.66,234.29,225.93,230.1,241663
2022-09-25,BETAFIN,Banking,228.81,232.92,231.85,232.38,4894316
2022-09-26,BETAFIN,Banking,227.04,234.01,224.39,230.46,2045427
2022-09-27,BETAFIN,Banking,231.68,235.34,229.74,232.51,954429
2022-09-28,BETAFIN,Banking,234.87,241.29,232.11,237.46,3309108
2022-09-29,BETAFIN,Banking,239.27,244.31,235.66,240.83,4621197
2022-09-30,BETAFIN,Banking,237.56,245.73,235.44,241.11,3889338
2022-10-01,BETAFIN,Banking,236.0,241.65,232.46,238.85,4590845
2022-10-02,BETAFIN,Banking,240.65,245.39,237.26,241.42,4985107
2022-10-03,BETAFIN,Banking,241.14,244.77,236.34,242.92,1446933
2022-10-04,BETAFIN,Banking,245.87,247.65,241.92,246.25,931421
2022-10-05,BETAFIN,Banking,246.89,252.61,241.6,248.67,2331881
2022-10-06,BETAFIN,Banking,251.12,253.05,250.09,252.66,3487301
2022-10-07,BETAFIN,Banking,248.37,255.14,244.14,250.71,2853455
2022-10-08,BETAFIN,Banking,252.66,260.6,248.66,255.74,3187626
2022-10-09,BETAFIN,Banking,252.03,259.23,254.62,256.57,4597715
2022-10-10,BETAFIN,Banking,260.99,267.48,261.84,264.64,2949868
2022-10-11,BETAFIN,Banking,256.93,267.07,260.43,261.98,102776
2022-10-12,BETAFIN,Banking,268.61,272.94,263.56,268.88,4823242
2022-10-13,BETAFIN,Banking,266.45,270.42,266.82,269.76,1048814
2022-10-14,BETAFIN,Banking,264.0,270.29,267.14,267.2,277334
2022-10-15,BETAFIN,Banking,260.44,266.37,264.18,265.35,1082878
2022-10-16,BETAFIN,Banking,261.29,266.87,260.06,264.15,4337344
2022-10-17,BETAFIN,Banking,260.98,270.55,259.42,265.91,2724159
2022-10-18,BETAFIN,Banking,265.16,268.4,262.46,268.08,2736341
2022-10-19,BETAFIN,Banking,264.55,269.09,262.16,265.85,4080286
2022-10-20,BETAFIN,Banking,263.55,267.01,262.14,265.83,3741932
2022-10-21,BETAFIN,Banking,271.96,279.63,271.14,274.45,2739003
2022-10-22,BETAFIN,Banking,277.67,285.15,280.09,281.65,3944733
2022-10-23,BETAFIN,Banking,282.44,283.99,279.34,283.58,2041878
2022-10-24,BETAFIN,Banking,283.1,288.07,281.31,283.82,3651532
2022-10-25,BETAFIN,Banking,283.51,288.35,281.33,284.42,2144313
2022-10-26,BETAFIN,Banking,282.65,287.49,282.22,287.12,4701936
2022-10-27,BETAFIN,Banking,280.56,284.9,279.35,282.8,2945632
2022-10-28,BETAFIN,Banking,278.01,284.92,274.2,281.8,2995517
2022-10-29,BETAFIN,Banking,271.75,277.38,268.42,274.83,3895342
2022-10-30,BETAFIN,Banking,272.3,277.74,270.9,276.56,1680493
2022-10-31,BETAFIN,Banking,277.43,279.9,277.89,279.32,1500596
2022-11-01,BETAFIN,Banking,271.86,279.25,270.74,277.38,4033334
2022-11-02,BETAFIN,Banking,280.29,284.59,277.38,284.01,543936
2022-11-03,BETAFIN,Banking,277.08,279.63,274.56,278.88,2175024
2022-11-04,BETAFIN,Banking,272.03,276.93,267.25,272.84,296715
2022-11-05,BETAFIN,Banking,273.44,274.95,269.83,273.84,2138486
2022-11-06,BETAFIN,Banking,275.66,282.86,276.48,278.22,4974427
2022-11-07,BETAFIN,Banking,281.29,288.62,285.16,285.33,2401690
2022-11-08,BETAFIN,Banking,283.3,288.76,283.03,283.45,4646935
2022-11-09,BETAFIN,Banking,283.94,291.86,282.4,288.12,1046703
2022-11-10,BETAFIN,Banking,285.51,291.16,281.34,288.04,1585483
2022-11-11,BETAFIN,Banking,281.85,292.23,279.57,287.38,1068660
2022-11-12,BETAFIN,Banking,290.37,295.5,285.26,291.28,578125
2022-11-13,BETAFIN,Banking,292.23,297.38,287.38,294.22,3197385
2022-11-14,BETAFIN,Banking,282.89,292.56,280.58,287.35,4214450
2022-11-15,BETAFIN,Banking,288.48,296.42,293.02,293.8,3946741
2022-11-16,BETAFIN,Banking,295.97,303.04,299.08,299.97,4399717
2022-11-17,BETAFIN,Banking,293.99,302.87,292.0,297.24,930942
2022-11-18,BETAFIN,Banking,296.1,301.25,290.41,299.1,4503631
2022-11-19,BETAFIN,Banking,301.0,302.74,296.72,301.4,1472436
2022-11-20,BETAFIN,Banking,300.99,308.48,300.18,302.67,753329
2022-11-21,BETAFIN,Banking,296.64,303.92,294.6,300.26,3416396
2022-11-22,BETAFIN,Banking,296.68,303.1,291.2,297.33,3226576
2022-11-23,BETAFIN,Banking,293.33,302.32,290.02,297.31,4672571
2022-11-24,BETAFIN,Banking,301.6,305.41,300.2,302.62,3672241
2022-11-25,BETAFIN,Banking,304.12,306.85,301.93,305.18,2645862
2022-11-26,BETAFIN,Banking,300.08,309.11,297.79,303.58,1764882
2022-11-27,BETAFIN,Banking,304.98,310.35,301.72,307.18,1778835
2022-11-28,BETAFIN,Banking,291.31,297.49,290.21,294.15,3548309
2022-11-29,BETAFIN,Banking,294.81,302.06,298.89,299.31,2368091
2022-11-30,BETAFIN,Banking,286.97,294.82,289.52,291.59,4590513
2022-12-01,BETAFIN,Banking,286.67,290.83,284.15,290.09,1567095
2022-12-02,BETAFIN,Banking,283.17,288.13,279.03,285.3,4135439
2022-12-03,BETAFIN,Banking,275.81,280.82,274.2,279.85,4041585
2022-12-04,BETAFIN,Banking,282.26,285.57,277.08,284.8,1726385
2022-12-05,BETAFIN,Banking,280.61,284.12,281.92,282.89,996275
2022-12-06,BETAFIN,Banking,282.64,286.56,282.63,284.45,2118924
2022-12-07,BETAFIN,Banking,282.59,289.07,276.61,284.33,4497768
2022-12-08,BETAFIN,Banking,283.21,288.99,285.86,286.45,4988731
2022-12-09,BETAFIN,Banking,285.5,288.2,282.27,286.87,3042957
2022-12-10,BETAFIN,Banking,278.29,281.54,273.68,281.43,123898
2022-12-11,BETAFIN,Banking,285.26,288.81,279.4,285.72,359915
2022-12-12,BETAFIN,Banking,281.65,285.79,278.65,283.69,876877
2022-12-13,BETAFIN,Banking,273.39,282.55,270.26,277.15,493732
2022-12-14,BETAFIN,Banking,270.6,276.45,273.27,275.46,4186025
2022-12-15,BETAFIN,Banking,281.41,284.72,281.31,281.74,1533746
2022-12-16,BETAFIN,Banking,282.72,289.0,283.62,285.42,3002824
2022-12-17,BETAFIN,Banking,278.84,284.49,279.28,284.01,928481
2022-12-18,BETAFIN,Banking,282.24,286.79,276.95,282.61,1919082
2022-12-19,BETAFIN,Banking,280.15,284.83,277.67,281.33,1955520
2022-12-20,BETAFIN,Banking,286.12,293.29,287.57,290.18,2345412
2022-12-21,BETAFIN,Banking,287.2,294.33,287.11,291.93,1887705
2022-12-22,BETAFIN,Banking,293.39,298.54,293.66,293.9,4983301
2022-12-23,BETAFIN,Banking,295.05,302.11,290.14,298.53,2527046
2022-12-24,BETAFIN,Banking,299.16,300.94,292.76,299.69,2588610
2022-12-25,BETAFIN,Banking,298.6,302.66,297.31,298.61,3379223
2022-12-26,BETAFIN,Banking,292.23,300.98,288.94,297.82,1592286
2022-12-27,BETAFIN,Banking,294.13,302.95,294.59,297.59,4381836
2022-12-28,BETAFIN,Banking,297.41,302.27,293.92,297.52,612407
2022-12-29,BETAFIN,Banking,300.13,303.05,298.1,300.85,2430967
2022-12-30,BETAFIN,Banking,298.25,305.69,292.89,301.18,3640476
2022-12-31,BETAFIN,Banking,303.7,310.06,301.96,304.58,3862633
2023-01-01,BETAFIN,Banking,302.22,308.18,297.69,304.3,3892719
2023-01-02,BETAFIN,Banking,303.91,310.11,299.13,304.75,309217
2023-01-03,BETAFIN,Banking,290.76,299.92,289.8,295.71,1289430
2023-01-04,BETAFIN,Banking,294.64,299.99,292.33,299.86,3029461
2023-01-05,BETAFIN,Banking,298.36,306.12,300.99,301.51,4230001
2023-01-06,BETAFIN,Banking,303.98,307.02,304.29,306.11,2028536
2023-01-07,BETAFIN,Banking,288.68,295.43,289.39,292.91,3096255
2023-01-08,BETAFIN,Banking,298.77,303.78,300.77,302.17,3256046
2023-01-09,BETAFIN,Banking,297.17,306.98,298.79,301.63,4290211
2023-01-10,BETAFIN,Banking,303.24,306.74,302.36,306.73,3586019
2023-01-11,BETAFIN,Banking,298.4,302.1,298.19,302.04,678829
2023-01-12,BETAFIN,Banking,300.45,310.11,299.83,304.91,4477555
2023-01-13,BETAFIN,Banking,296.06,304.88,297.99,300.18,2660163
2023-01-14,BETAFIN,Banking,292.41,301.78,288.84,297.46,2736698
2023-01-15,BETAFIN,Banking,304.7,309.28,298.35,306.09,4391883
2023-01-16,BETAFIN,Banking,304.9,305.35,301.63,305.31,1405468
2023-01-17,BETAFIN,Banking,305.61,311.92,299.92,306.39,1191503
2023-01-18,BETAFIN,Banking,310.33,313.71,309.47,310.49,1917502
2023-01-19,BETAFIN,Banking,309.3,314.14,306.48,312.89,1458551
2023-01-20,BETAFIN,Banking,310.62,314.21,312.31,313.69,848094
2023-01-21,BETAFIN,Banking,313.55,318.53,307.52,315.5,245874
2023-01-22,BETAFIN,Banking,322.09,328.86,319.62,326.97,2255553
2023-01-23,BETAFIN,Banking,321.97,328.27,324.11,326.78,3926300
2023-01-24,BETAFIN,Banking,323.2,334.18,325.49,327.87,1432354
2023-01-25,BETAFIN,Banking,326.98,336.12,327.52,333.13,3348677
2023-01-26,BETAFIN,Banking,335.29,344.13,333.66,338.76,2271373
2023-01-27,BETAFIN,Banking,338.89,348.76,340.59,344.89,4620968
2023-01-28,BETAFIN,Banking,347.33,352.51,338.42,348.3,4097597
2023-01-29,BETAFIN,Banking,340.44,346.53,332.74,342.43,4230379
2023-01-30,BETAFIN,Banking,345.47,357.9,343.2,350.92,1672636
2023-01-31,BETAFIN,Banking,342.45,348.59,336.27,344.99,3246728
2023-02-01,BETAFIN,Banking,344.38,349.39,336.26,346.66,4769544
2023-02-02,BETAFIN,Banking,342.52,345.21,341.14,342.84,1982650
2023-02-03,BETAFIN,Banking,341.26,342.69,332.78,342.62,3966446
2023-02-04,BETAFIN,Banking,343.54,349.14,339.47,344.41,4011200
2023-02-05,BETAFIN,Banking,343.36,350.71,335.96,346.17,4004356
2023-02-06,BETAFIN,Banking,345.5,353.92,341.32,348.47,3371334
2023-02-07,BETAFIN,Banking,356.94,361.16,352.99,357.01,2765877
2023-02-08,BETAFIN,Banking,353.79,361.81,357.83,359.54,3228880
2023-02-09,BETAFIN,Banking,354.46,361.18,353.27,358.33,2916717
2023-02-10,BETAFIN,Banking,361.35,364.86,357.41,363.62,4901656
2023-02-11,BETAFIN,Banking,366.72,376.75,361.69,370.22,1566452
2023-02-12,BETAFIN,Banking,359.49,369.76,352.75,363.52,2679715
2023-02-13,BETAFIN,Banking,362.58,369.83,364.61,366.88,3546344
2023-02-14,BETAFIN,Banking,367.02,375.43,368.18,370.85,3190676
2023-02-15,BETAFIN,Banking,368.37,370.16,366.77,369.31,2971020
2023-02-16,BETAFIN,Banking,374.14,381.7,374.38,377.04,3299922
2023-02-17,BETAFIN,Banking,369.17,377.67,375.01,376.3,1072083
2023-02-18,BETAFIN,Banking,374.56,382.97,375.08,377.12,4173136
2023-02-19,BETAFIN,Banking,376.19,377.01,370.77,376.26,2668493
2023-02-20,BETAFIN,Banking,375.03,377.8,366.58,376.46,3685602
2023-02-21,BETAFIN,Banking,365.75,377.37,365.68,370.38,4424942
2023-02-22,BETAFIN,Banking,360.53,362.83,358.99,362.49,3306291
2023-02-23,BETAFIN,Banking,369.77,376.68,364.54,371.27,2044180
2023-02-24,BETAFIN,Banking,360.39,369.69,361.27,366.67,3843891
2023-02-25,BETAFIN,Banking,360.55,364.19,355.89,361.32,4679033
2023-02-26,BETAFIN,Banking,347.73,350.4,344.81,349.76,1435581
2023-02-27,BETAFIN,Banking,345.47,346.84,344.33,346.51,1391158
2023-02-28,BETAFIN,Banking,338.18,345.32,338.1,339.74,4492927
2023-03-01,BETAFIN,Banking,344.73,353.14,343.31,348.21,3070158
2023-03-02,BETAFIN,Banking,349.1,354.31,350.99,353.59,2860223
2023-03-03,BETAFIN,Banking,348.55,354.79,339.98,350.04,1551213
2023-03-04,BETAFIN,Banking,355.22,368.69,360.46,361.98,3555409
2023-03-05,BETAFIN,Banking,366.49,370.86,367.1,367.42,1087038
2023-03-06,BETAFIN,Banking,364.21,369.06,363.44,365.74,2013705
2023-03-07,BETAFIN,Banking,351.2,354.52,347.49,352.13,765350
2023-03-08,BETAFIN,Banking,360.85,366.49,356.2,364.34,596005
2023-03-09,BETAFIN,Banking,353.84,358.09,356.78,356.86,734021
2023-03-10,BETAFIN,Banking,345.45,348.38,338.62,348.15,4019969
2023-03-11,BETAFIN,Banking,352.93,357.45,345.64,353.6,4871620
2023-03-12,BETAFIN,Banking,360.26,373.6,355.73,366.65,729840
2023-03-13,BETAFIN,Banking,368.76,380.71,373.07,374.37,1886243
2023-03-14,BETAFIN,Banking,373.23,380.85,369.22,377.65,4016728
2023-03-15,BETAFIN,Banking,375.82,384.79,370.27,381.13,3452310
2023-03-16,BETAFIN,Banking,381.53,386.33,374.88,386.12,112174
2023-03-17,BETAFIN,Banking,389.07,393.88,383.89,390.63,4718554
2023-03-18,BETAFIN,Banking,386.31,395.7,392.28,392.4,441292
2023-03-19,BETAFIN,Banking,393.02,396.71,382.83,393.13,2995524
2023-03-20,BETAFIN,Banking,389.98,395.69,391.13,392.88,196756
2023-03-21,BETAFIN,Banking,384.93,395.92,384.63,388.55,4328633
2023-03-22,BETAFIN,Banking,379.84,394.37,383.41,387.03,2845262
2023-03-23,BETAFIN,Banking,375.74,379.76,366.79,377.32,3377373
2023-03-24,BETAFIN,Banking,370.72,380.34,368.05,376.88,2923008
2023-03-25,BETAFIN,Banking,368.81,377.96,367.92,371.4,3574875
2023-03-26,BETAFIN,Banking,359.39,370.95,358.61,365.37,1357267
2023-03-27,BETAFIN,Banking,365.24,370.64,360.27,366.46,2896503
2023-03-28,BETAFIN,Banking,368.18,375.15,372.11,374.22,4094523
2023-03-29,BETAFIN,Banking,372.21,380.12,371.46,379.49,307485
2023-03-30,BETAFIN,Banking,364.35,373.04,363.6,370.67,3057335
2023-03-31,BETAFIN,Banking,363.17,369.11,358.58,365.27,3331120
2023-04-01,BETAFIN,Banking,365.31,376.27,369.77,370.54,147418
2023-04-02,BETAFIN,Banking,361.72,371.65,359.43,365.19,4282012
2023-04-03,BETAFIN,Banking,361.27,365.4,353.89,364.07,1470114
2023-04-04,BETAFIN,Banking,360.12,373.1,365.77,367.18,106664
2023-04-05,BETAFIN,Banking,355.59,363.07,356.47,361.96,1591733
2023-04-06,BETAFIN,Banking,359.9,363.52,356.68,362.64,3321630
2023-04-07,BETAFIN,Banking,352.19,359.86,347.01,355.49,4867379
2023-04-08,BETAFIN,Banking,348.02,353.75,345.76,352.39,3006476
2023-04-09,BETAFIN,Banking,351.92,358.76,352.26,354.19,1705371
2023-04-10,BETAFIN,Banking,340.11,352.55,338.24,345.83,652062
2023-04-11,BETAFIN,Banking,345.13,355.03,340.98,348.22,1131211
2023-04-12,BETAFIN,Banking,344.0,354.05,337.9,348.22,1659573
2023-04-13,BETAFIN,Banking,350.62,352.27,348.2,351.21,3246558
2023-04-14,BETAFIN,Banking,351.28,355.49,352.43,352.5,1010067
2023-04-15,BETAFIN,Banking,357.88,362.28,353.83,359.81,4063322
2023-04-16,BETAFIN,Banking,355.26,366.64,352.6,360.6,1449999
2023-04-17,BETAFIN,Banking,355.4,358.62,352.55,358.38,1446107
2023-04-18,BETAFIN,Banking,352.96,360.22,351.08,359.15,443407
2023-04-19,BETAFIN,Banking,357.69,367.55,353.23,362.18,4041527
2023-04-20,BETAFIN,Banking,357.5,363.6,362.17,362.56,1563707
2023-04-21,BETAFIN,Banking,357.57,367.67,353.76,362.89,2154032
2023-04-22,BETAFIN,Banking,354.35,360.36,354.54,359.17,3112379
2023-04-23,BETAFIN,Banking,352.96,359.99,348.83,355.71,4045476
2023-04-24,BETAFIN,Banking,342.97,355.0,342.8,348.33,3319098
2023-04-25,BETAFIN,Banking,350.8,359.53,351.63,357.58,4716136
2023-04-26,BETAFIN,Banking,344.22,356.81,342.98,351.01,2603527
2023-04-27,BETAFIN,Banking,340.89,352.13,340.57,347.47,3421429
2023-04-28,BETAFIN,Banking,341.86,346.37,343.06,343.83,4665887
2023-04-29,BETAFIN,Banking,346.68,350.64,338.12,348.55,714158
2023-04-30,BETAFIN,Banking,344.74,351.45,336.7,347.11,3505936
2023-05-01,BETAFIN,Banking,352.01,358.1,348.16,353.71,3252840
2023-05-02,BETAFIN,Banking,344.41,355.11,343.1,350.25,2602627
2023-05-03,BETAFIN,Banking,349.25,356.62,344.47,351.82,846390
2023-05-04,BETAFIN,Banking,345.23,353.41,345.42,347.51,2156301
2023-05-05,BETAFIN,Banking,355.79,364.98,349.24,358.8,4201141
2023-05-06,BETAFIN,Banking,347.31,359.27,347.9,352.52,3394436
2023-05-07,BETAFIN,Banking,352.59,359.19,344.68,354.26,4473348
2023-05-08,BETAFIN,Banking,351.91,358.93,353.76,357.73,4187241
2023-05-09,BETAFIN,Banking,354.3,361.11,355.54,360.06,3332898
2023-05-10,BETAFIN,Banking,356.62,363.19,353.51,359.17,4124518
2023-05-11,BETAFIN,Banking,352.47,361.28,355.77,358.58,3271750
2023-05-12,BETAFIN,Banking,356.5,365.81,358.41,358.92,4677079
2023-05-13,BETAFIN,Banking,353.83,361.95,354.98,358.24,3056217
2023-05-14,BETAFIN,Banking,360.37,367.3,363.04,363.52,633200
2023-05-15,BETAFIN,Banking,368.36,381.44,370.1,375.69,3475685
2023-05-16,BETAFIN,Banking,370.09,379.96,366.87,372.66,329720
2023-05-17,BETAFIN,Banking,364.88,371.5,356.56,365.11,3908546
2023-05-18,BETAFIN,Banking,364.48,369.26,355.83,364.74,4697413
2023-05-19,BETAFIN,Banking,377.76,380.13,371.8,378.96,3749030
2023-05-20,BETAFIN,Banking,371.82,376.86,373.87,374.51,1594100
2023-05-21,BETAFIN,Banking,380.67,384.19,372.4,383.83,1322257
2023-05-22,BETAFIN,Banking,392.2,401.08,392.54,393.6,131139
2023-05-23,BETAFIN,Banking,384.59,397.68,386.68,390.45,748638
2023-05-24,BETAFIN,Banking,393.45,397.77,391.41,393.9,960726
2023-05-25,BETAFIN,Banking,397.19,406.17,394.67,403.64,1950279
2023-05-26,BETAFIN,Banking,395.26,409.41,399.83,401.47,2916116
2023-05-27,BETAFIN,Banking,394.95,402.88,389.61,400.36,3998642
2023-05-28,BETAFIN,Banking,391.72,401.07,392.4,396.99,1925140
2023-05-29,BETAFIN,Banking,384.86,393.5,389.87,391.06,1451247
2023-05-30,BETAFIN,Banking,384.33,388.58,382.83,387.37,1164395
2023-05-31,BETAFIN,Banking,379.91,382.31,376.69,380.38,1329465
2023-06-01,BETAFIN,Banking,380.6,381.89,371.15,380.69,2317697
2023-06-02,BETAFIN,Banking,371.3,378.59,368.42,376.4,2120937
2023-06-03,BETAFIN,Banking,375.82,384.3,369.59,377.84,1524097
2023-06-04,BETAFIN,Banking,365.89,373.2,366.09,369.13,1749986
2023-06-05,BETAFIN,Banking,366.74,377.55,365.97,371.07,2440347
2023-06-06,BETAFIN,Banking,370.35,382.23,366.4,375.83,3445565
2023-06-07,BETAFIN,Banking,362.14,367.28,358.68,364.7,1244444
2023-06-08,BETAFIN,Banking,363.14,368.86,366.7,366.85,1377576
2023-06-09,BETAFIN,Banking,370.65,377.69,368.72,373.72,4543960
2023-06-10,BETAFIN,Banking,366.39,368.36,366.35,367.05,3681300
2023-06-11,BETAFIN,Banking,371.93,378.43,368.65,376.37,2288827
2023-06-12,BETAFIN,Banking,376.11,382.6,376.55,378.85,4570368
2023-06-13,BETAFIN,Banking,371.72,380.53,372.94,374.96,3207713
2023-06-14,BETAFIN,Banking,370.83,379.72,365.32,374.75,1491448
2023-06-15,BETAFIN,Banking,377.3,379.85,378.0,378.01,3918535
2023-06-16,BETAFIN,Banking,372.86,383.11,369.2,378.55,2276764
2023-06-17,BETAFIN,Banking,376.21,385.79,380.22,381.72,4140092
2023-06-18,BETAFIN,Banking,371.65,381.84,373.55,376.57,3761894
2023-06-19,BETAFIN,Banking,374.93,382.97,375.8,377.64,4632339
2023-06-20,BETAFIN,Banking,369.28,370.45,365.66,369.74,3692637
2023-06-21,BETAFIN,Banking,364.75,372.73,362.85,369.23,2390224
2023-06-22,BETAFIN,Banking,360.87,367.29,359.85,364.34,2086551
2023-06-23,BETAFIN,Banking,357.31,361.79,354.87,360.43,1433787
2023-06-24,BETAFIN,Banking,362.39,368.1,358.64,367.22,617819
2023-06-25,BETAFIN,Banking,370.93,375.22,369.79,373.34,1110046
2023-06-26,BETAFIN,Banking,372.29,378.5,374.74,376.86,2653887
2023-06-27,BETAFIN,Banking,368.95,373.26,362.66,370.8,1834650
2023-06-28,BETAFIN,Banking,366.68,374.53,367.08,369.15,1917667
2023-06-29,BETAFIN,Banking,371.19,379.38,370.89,375.98,746432
2023-06-30,BETAFIN,Banking,371.57,383.76,370.16,376.89,3110830
2023-07-01,BETAFIN,Banking,384.08,393.03,386.88,390.12,3456806
2023-07-02,BETAFIN,Banking,384.89,393.38,387.46,392.54,2942013
2023-07-03,BETAFIN,Banking,387.28,394.11,384.2,393.79,4440885
2023-07-04,BETAFIN,Banking,387.88,399.12,388.68,392.08,4598208
2023-07-05,BETAFIN,Banking,388.5,396.76,385.09,392.98,1790151
2023-07-06,BETAFIN,Banking,385.24,395.08,384.35,392.2,117431
2023-07-07,BETAFIN,Banking,392.37,401.42,394.25,396.48,2880499
2023-07-08,BETAFIN,Banking,397.35,408.6,392.73,402.29,358424
2023-07-09,BETAFIN,Banking,395.89,403.29,385.86,397.67,2119705
2023-07-10,BETAFIN,Banking,383.36,396.9,378.3,389.85,972422
2023-07-11,BETAFIN,Banking,379.03,382.69,371.81,379.23,3551363
2023-07-12,BETAFIN,Banking,381.37,385.99,378.97,382.23,4681264
2023-07-13,BETAFIN,Banking,368.94,378.58,368.04,376.02,3032861
2023-07-14,BETAFIN,Banking,362.71,368.51,363.67,363.99,4684338
2023-07-15,BETAFIN,Banking,359.32,368.82,363.22,366.22,4962269
2023-07-16,BETAFIN,Banking,378.64,383.65,376.34,380.03,2721931
2023-07-17,BETAFIN,Banking,375.12,381.42,372.73,380.11,803436
2023-07-18,BETAFIN,Banking,380.28,392.01,378.04,385.0,1541968
2023-07-19,BETAFIN,Banking,385.19,390.62,384.79,385.59,466838
2023-07-20,BETAFIN,Banking,380.76,388.92,377.64,385.13,3455832
2023-07-21,BETAFIN,Banking,385.37,393.83,389.51,390.56,1931447
2023-07-22,BETAFIN,Banking,386.34,390.29,383.24,388.97,2997094
2023-07-23,BETAFIN,Banking,386.16,394.7,380.64,390.65,2855168
2023-07-24,BETAFIN,Banking,391.49,395.92,390.06,392.65,1741773
2023-07-25,BETAFIN,Banking,386.31,393.12,383.59,388.84,1200177
2023-07-26,BETAFIN,Banking,387.39,400.28,394.41,394.74,4624803
2023-07-27,BETAFIN,Banking,388.21,399.87,391.4,393.82,4624973
2023-07-28,BETAFIN,Banking,384.67,393.8,388.15,389.47,104492
2023-07-29,BETAFIN,Banking,385.53,397.99,382.72,392.73,1008434
2023-07-30,BETAFIN,Banking,382.71,389.76,382.39,387.55,917289
2023-07-31,BETAFIN,Banking,386.47,389.2,376.96,387.83,3591236
2023-08-01,BETAFIN,Banking,384.36,392.26,381.66,387.89,1062575
2023-08-02,BETAFIN,Banking,393.43,397.66,384.32,394.33,4999975
2023-08-03,BETAFIN,Banking,392.77,403.14,386.53,397.25,942755
2023-08-04,BETAFIN,Banking,396.36,399.21,396.71,397.22,3122348
2023-08-05,BETAFIN,Banking,401.17,404.36,401.86,402.22,2446163
2023-08-06,BETAFIN,Banking,407.26,415.63,402.41,410.72,3001175
2023-08-07,BETAFIN,Banking,409.33,414.94,407.18,414.28,4470728
2023-08-08,BETAFIN,Banking,409.31,419.78,413.37,414.47,1361359
2023-08-09,BETAFIN,Banking,405.41,409.8,400.96,406.44,2871505
2023-08-10,BETAFIN,Banking,397.44,402.96,392.59,400.07,343971
2023-08-11,BETAFIN,Banking,394.93,400.57,388.63,398.36,1938015
2023-08-12,BETAFIN,Banking,393.45,400.88,383.63,394.84,2018055
2023-08-13,BETAFIN,Banking,393.45,394.48,385.39,393.85,2421500
2023-08-14,BETAFIN,Banking,388.37,399.68,388.89,394.3,4953962
2023-08-15,BETAFIN,Banking,397.18,400.71,388.72,397.55,2560875
2023-08-16,BETAFIN,Banking,394.6,400.35,396.93,397.25,2439166
2023-08-17,BETAFIN,Banking,395.81,408.2,399.05,400.27,2817851
2023-08-18,BETAFIN,Banking,400.16,406.88,394.7,400.77,4947284
2023-08-19,BETAFIN,Banking,382.53,391.85,377.65,389.02,1801886
2023-08-20,BETAFIN,Banking,378.51,390.93,378.01,383.65,2260685
2023-08-21,BETAFIN,Banking,379.75,390.6,381.17,382.94,4681314
2023-08-22,BETAFIN,Banking,370.69,377.5,365.52,376.11,3622261
2023-08-23,BETAFIN,Banking,377.96,382.68,368.61,379.6,2787723
2023-08-24,BETAFIN,Banking,384.75,395.08,382.47,388.43,933981
2023-08-25,BETAFIN,Banking,391.93,402.54,392.8,395.65,1282815
2023-08-26,BETAFIN,Banking,392.84,400.49,388.99,394.5,4803015
2023-08-27,BETAFIN,Banking,399.41,407.27,401.82,403.44,4714780
